inds	Country	Region	Locality	Land_use
568_CmrZ3_ngon_sn_pl6_E12	Cameroun	Nord	Ngong	Savane Naturelle
570_CmrZ3_ngon_sn_pl6_F12	Cameroun	Nord	Ngong	Savane Naturelle
571_CmrZ3_ngon_sn_pl6_G12	Cameroun	Nord	Ngong	Savane Naturelle
572_CmrZ3_ngon_sn_pl6_H12	Cameroun	Nord	Ngong	Savane Naturelle
673_CmrZ5_ton_sn_pl7_A1	Cameroun	Ouest	Tonga	Savane Naturelle
700_CmrZ5_ban_sn_pl7_B1	Cameroun	Ouest	Bangoua	Savane Naturelle
721_CmrZ5_ban_sn_pl7_C1	Cameroun	Ouest	Bangoua	Savane Naturelle
734_MalZ6_solo_sn_pl7_D1	Mali	Segou	Solosso	Savane Naturelle
628_CmrZ5_kou_sn_pl7_E1	Cameroun	Ouest	Koutaba	Savane Naturelle
753_MalZ6_solo_sn_pl7_F1	Mali	Segou	Solosso	Savane Naturelle
639_CmrZ5_mbou_ca_pl7_G1	Cameroun	Ouest	Mbouda	Champ agricole
670_CmrZ5_ton_sn_pl7_H1	Cameroun	Ouest	Tonga	Savane Naturelle
685_CmrZ5_ton_sn_pl7_A2	Cameroun	Ouest	Tonga	Savane Naturelle
760_MalZ6_solo_sn_pl7_B2	Mali	Segou	Solosso	Savane Naturelle
735_MalZ6_solo_sn_pl7_C2	Mali	Segou	Solosso	Savane Naturelle
742_MalZ6_solo_sn_pl7_D2	Mali	Segou	Solosso	Savane Naturelle
746_MalZ6_solo_sn_pl7_E2	Mali	Segou	Solosso	Savane Naturelle
654_CmrZ5_mbou_ca_pl7_F2	Cameroun	Ouest	Mbouda	Champ agricole
713_CmrZ5_ban_sn_pl7_G2	Cameroun	Ouest	Bangoua	Savane Naturelle
611_CmrZ5_kou_sn_pl7_H2	Cameroun	Ouest	Koutaba	Savane Naturelle
740_MalZ6_solo_sn_pl7_A3	Mali	Segou	Solosso	Savane Naturelle
675_CmrZ5_ton_sn_pl7_B3	Cameroun	Ouest	Tonga	Savane Naturelle
744_MalZ6_solo_sn_pl7_C3	Mali	Segou	Solosso	Savane Naturelle
